Session campaign,Session source / medium,Active users,Sessions,Engaged sessions,Average engagement time per session,Engaged sessions per active user,Events per session,Engagement rate,Event count,Key events,Session key event rate,Revenue
Instagram paid ad - Terms and conditions page - Veet & Dettol Campaign - 25/01/2022,Instagram paid ad - Terms and conditions page - Veet & Dettol Campaign - 25/01/2022 / Paid ad,3,3,1,22,0.333333333,6.333333333,0.333333333,19,3,1,0
Mailchimp - September Spot Offers - Vichy Dercos Stimulant Shampoo 35% Off 208750 - 13/09/2023,Mailchimp - September Spot Offers - Vichy Dercos Stimulant Shampoo 35% Off 208750 - 13/09/2023 / Email,3,3,1,74.33333333,0.333333333,6.333333333,0.333333333,19,3,1,0
snapchat Paid Ad - Magazine offers - Bioderma- 08/02/2025 - 18/02/2025,snapchat Paid Ad - Magazine offers - Bioderma- 08/02/2025 - 18/02/2025 / Magazine,3,6,2,11.5,0.666666667,3.166666667,0.333333333,19,6,1,0
(direct),IGShopping / Social,3,3,0,286.6666667,0,6,0,18,0,0,0
(referral),espncricinfo.com / referral,3,4,3,11.75,1,4.5,0.75,18,4,1,0
(referral),go.aftvnews.com / referral,3,4,3,88.5,1,4.5,0.75,18,4,1,0
(referral),ie.search.yahoo.com / referral,3,5,3,61,1,3.6,0.6,18,5,1,0
1.20E+17,fb-SiteLink-5 / paid,3,3,2,11,0.666666667,6,0.666666667,18,3,1,0
Facebook - Beauty Care - Qv Cream Repair For All Skin Types 100 Gm - 21/02/2024 - 24/02/2024,Facebook - Beauty Care - Qv Cream Repair For All Skin Types 100 Gm - 21/02/2024 - 24/02/2024 / Post/Video/Story/Reel,3,3,3,9,1,6,1,18,3,1,0
Facebook Paid Ad - Magazine offers - Head & Shoulders - 21/05/2025 - 07/06/2025,Facebook Paid Ad - Magazine offers - Head & Shoulders - 21/05/2025 - 07/06/2025 / Paid Ad,3,3,3,82.33333333,1,6,1,18,3,1,0
Facebook Story - Baby Care - Baby Nutrition - 14/01/2024,Facebook Story - Baby Care - Baby Nutrition - 14/01/2024 / story,3,3,3,15.66666667,1,6,1,18,3,1,0
Facebook Story - Baby Care - Baby Products - 26/02/2024,Facebook Story - Baby Care - Baby Products - 26/02/2024 / sunsilk,3,6,2,0,0.666666667,3,0.333333333,18,6,1,0
Facebook paid ads - Weekend offers - Beauty care - 19/12/2024 - 21/12/2024,Facebook paid ads - Weekend offers - Beauty care - 19/12/2024 - 21/12/2024 / paid ad,3,3,3,44.66666667,1,6,1,18,3,1,0
Instagram Paid Ad - Magazine offers - BC - 24/02/2025 - 08/03/2025,Instagram Paid Ad - Magazine offers - BC - 24/02/2025 - 08/03/2025 / Paid Ad,3,3,2,22.33333333,0.666666667,6,0.666666667,18,3,1,0
Instagram Paid Ad - Magazine offers - Dr.Organic - 25/01/2025 - 07/02/2025,Instagram Paid Ad - Magazine offers - Dr.Organic - 25/01/2025 - 07/02/2025 / Paid Ad,3,3,3,53.33333333,1,6,1,18,3,1,0
Instagram Paid Ad - Magazine offers - Marvelous - 10/04/2025,Instagram Paid Ad - Magazine offers - Marvelous - 10/04/2025 / Paid Ad,3,4,2,18.75,0.666666667,4.5,0.5,18,4,1,0
Instagram Paid Ad - Weekend offers - Palette - 27/04/2025 - 03/05/2025,Paid Ad / Instagram,3,3,1,36,0.333333333,6,0.333333333,18,3,1,0
Instagram Paid Ad - Weekend offers - dermatonics - 25/05/2023 - 27/05/,Instagram Paid Ad - Weekend offers - dermatonics - 25/05/2023 - 27/05/2023 / Paid Ad,3,3,2,63,0.666666667,6,0.666666667,18,3,1,0
Mailchimp - September Spot Offers - Dr Organic 40% Off - 13/09/2023,Mailchimp - September Spot Offers - Dr Organic 40% Off - 13/09/2023 / Email,3,4,3,10.5,1,4.5,0.75,18,4,1,0
Slider 2 - Banner 4 - En - Bambi - 13/07/2023 - 20/07/2023,Slider 2 - Banner 4 - En - Bambi - 13/07/2023 - 20/07/2023 / Banners,3,4,1,19.25,0.333333333,4.5,0.25,18,4,1,0
Snapchat - Paid Ad - Health & Wellness - GENIUS 250 ML SYRUP - 04/09/2024 - 30/09/2024,Snapchat - Paid Ad - Health & Wellness - GENIUS 250 ML SYRUP - 04/09/2024 - 30/09/2024 / Paid Ad,3,3,3,31.66666667,1,6,1,18,3,1,0
Snapchat Paid Ad - Weekend offers - beesline - 16/03/2023 - 18/03/2023,Snapchat Paid Ad - Weekend offers - beesline - 16/03/2023 - 18/03/2023 / paid ad,3,3,2,15,0.666666667,6,0.666666667,18,3,1,0
(referral),Instagram paid ad - Magazine offers - 09-13 Feb - the goat 1+1 / referral,3,4,2,113.75,0.666666667,4.25,0.5,17,4,1,0
(referral),guide.saudigates.net / referral,3,3,3,130.6666667,1,5.666666667,1,17,3,1,0
(referral),qr.page / referral,3,5,3,8,1,3.4,0.6,17,5,1,0
(referral),sp-web.search.auone.jp / referral,3,6,0,0.666666667,0,2.833333333,0,17,6,1,0
(referral),sulindastore.com / referral,3,3,1,53.66666667,0.333333333,5.666666667,0.333333333,17,3,1,0
(referral),trademap.org / referral,3,4,1,4,0.333333333,4.25,0.25,17,4,1,0
(referral),yandex.com.tr / referral,3,3,3,475,1,5.666666667,1,17,3,1,0
Emarsys - oral care - 18/05/2025,Emarsys - oral care - 18/05/2025 / Mail,3,5,2,7,0.666666667,3.4,0.4,17,5,1,0
Emarsys- Weekend offers - labello - 27/11/2024 - 01/12/2024,Emarsys- Weekend offers - labello - 27/11/2024 - 01/12/2024 / Weekend,3,5,2,12.8,0.666666667,3.4,0.4,17,5,1,0
Facebook Paid Ad - Weekend offers - 26-28 May - 1+1,Facebook Paid Ad - Weekend offers - 26-28 May - 1+1 / paid ad,3,7,0,0,0,2.428571429,0,17,7,1,0
Facebook Paid Ad - Weekend offers - Palette - 13/02/2025 - 15/02/2025,Facebook Paid Ad - Weekend offers - Palette - 13/02/2025 - 15/02/2025 / Paid Ad,3,5,2,134.6,0.666666667,3.4,0.4,17,5,1,0
Facebook paid ad - Baby Care - 19/01/2024,Facebook paid ad - Baby Care - 19/01/2024 / paid ad,3,5,3,45.8,1,3.4,0.6,17,5,1,0
Facebook paid ad - Weekend offers Personal care - 07-09 Dec 2023,Facebook paid ad - Weekend offers Personal care - 07-09 Dec 2023 / Paid ad,3,4,3,16,1,4.25,0.75,17,4,1,0
"Instagram Paid Ad - Baby Milk Magazine - Baby Care - Blemil Plus 1,2&3 - 2 PCS For 159.39 SAR - 24/02/2024 - 02/03/2024","Instagram Paid Ad - Baby Milk Magazine - Baby Care - Blemil Plus 1,2&3 - 2 PCS For 159.39 SAR - 24/02/2024 - 02/03/2024 / Paid Ad",3,3,3,12.66666667,1,5.666666667,1,17,3,1,0
Instagram paid ad - Magazine offer - 09-13 May - Beurer 25%,Instagram paid ad - Magazine offer - 09-13 May - Beurer 25% / paid ad,3,3,3,10,1,5.666666667,1,17,3,1,0
QR code - Pharmacy Gondola - Saudi Made Products - C29/05/2024,QR code - Pharmacy Gondola - Saudi Made Products - C29/05/2024 / Qr code,3,6,2,6,0.666666667,2.833333333,0.333333333,17,6,1,0
Slider 1 - Banner 1 - Ar - World Cup 2022 - Giddam - 06/11/2022 - 20/11/2022,Slider 1 - Banner 1 - Ar - World Cup 2022 - Giddam - 06/11/2022 - 20/11/2022 / Banner,3,5,1,0,0.333333333,3.4,0.2,17,5,1,0
Snapchat Paid Ad - Weekend offers - Baby Care - 27/05/2025 - 02/06/2025,Snapchat Paid Ad - Weekend offers - Baby Care - 27/05/2025 - 02/06/2025 / Paid Ad,3,5,3,19,1,3.4,0.6,17,5,1,0
mailchimp - Weekend offers - 01-03 Dec - vaseline 1+1,mailchimp - Weekend offers - 01-03 Dec - vaseline 1+1 / mail,3,4,1,17.75,0.333333333,4.25,0.25,17,4,1,0
(referral),ginsanahealthsa.com / referral,3,4,2,34.5,0.666666667,4,0.5,16,5,1,0
(referral),m.fastweb.mobi / referral,3,4,3,40,1,4,0.75,16,4,1,0
(referral),mu.search.yahoo.com / referral,3,3,3,110.3333333,1,5.333333333,1,16,3,1,0
1.20E+17,fb-SiteLink-688-0 / paid,3,6,0,0,0,2.666666667,0,16,6,1,0
Facebook paid ads - Weekend offers - Personal care - 26/12/2024 - 28/12/2024,Facebook paid ads - Weekend offers - Personal care - 26/12/2024 - 28/12/2024 / paid ad,3,3,1,44,0.333333333,5.333333333,0.333333333,16,3,1,0
Instagram - Hajj Brand Store - influencer Manal - 27/05/2025,Instagram - Hajj Brand Store - influencer Manal - 27/05/2025 / Paid Ad,3,4,2,13.75,0.666666667,4,0.5,16,4,1,0
Instagram Paid Ad - Magazine offers - Fine Care - 24/02/2025 - 08/03/2025,Instagram Paid Ad - Magazine offers - Fine Care - 24/02/2025 - 08/03/2025 / Paid Ad,3,5,1,16.2,0.333333333,3.2,0.2,16,5,1,0
Instagram Paid Ad - Weekend offers - Johnsonâ€™S - 28/04/2025 - 03/05/2025,Paid Ad / Instagram,3,3,3,81,1,5.333333333,1,16,3,1,0
Instagram Paid Ad - Weekend offers - fam - 27/01/2025 - 01/02/2025,Instagram Paid Ad - Weekend offers - fam - 27/01/2025 - 01/02/2025 / Paid Ad,3,3,3,107.3333333,1,5.333333333,1,16,3,1,0
Instagram Story - Palette - 12/03/2025,Instagram Story - Palette - 12/03/2025 / Story,3,3,1,21,0.333333333,5.333333333,0.333333333,16,3,1,0
Instagram paid ads - Baby care flash offers - 10/11/2024,Instagram paid ads - Baby care flash offers - 10/11/2024-SiteLink-2 / paid ads,3,4,3,32,1,4,0.75,16,4,1,0
Instagram paid ads - Weekend offers - nuralac - 23/01/2025 - 25/01/2025,Instagram paid ads - Weekend offers - nuralac - 23/01/2025 - 25/01/2025 / paid ad,3,3,2,37.66666667,0.666666667,5.333333333,0.666666667,16,3,1,0
Mailchimp - Magazine offer - beauty - 01-11 Dec,Mailchimp - Magazine offer - beauty - 01-11 Dec / mail,3,5,1,0.2,0.333333333,3.2,0.2,16,5,1,0
Mailchimp - Magazine offers - Exclusive online - 11-23 Nov 2022,Mailchimp - Magazine offers - Exclusive online - 11-23 Nov 2022 / mail,3,4,3,14,1,4,0.75,16,5,1,0
Medical Device Magazine - Beurer Bc30 Blood Pressure Monitor - 211031,Medical Device Magazine - Beurer Bc30 Blood Pressure Monitor - 211031 / Medical Device Magazine,3,3,2,9,0.666666667,5.333333333,0.666666667,16,4,1,0
Snapchat Paid Ad - Magazine offers - toddies - 17/03/2025 - 31/03/2025,Paid Ad / Snapchat,3,4,2,7,0.666666667,4,0.5,16,4,1,0
Snapchat Paid Ad - Weekend offers - Fine Care - 27/01/2025 - 01/02/2025,Snapchat Paid Ad - Weekend offers - Fine Care - 27/01/2025 - 01/02/2025 / Paid Ad,3,5,1,31.4,0.333333333,3.2,0.2,16,5,1,0
Snapchat Paid Ad - Weekend offers - Glucerna & Ensure - 24/04/2025 - 26/04/2025,Paid Ad / Snapchat,3,3,2,56.66666667,0.666666667,5.333333333,0.666666667,16,3,1,0
Snapchat Paid Ad - lgnd hercules - 16/05/2023 - 31/05/2023,Snapchat Paid Ad - lgnd hercules - 16/05/2023 - 31/05/2023 / Snapchat Paid Ad,3,3,2,5,0.666666667,5.333333333,0.666666667,16,3,1,0
ezcare1-3-2020,twitter / post,3,3,3,5,1,5.333333333,1,16,6,1,0
snapchat Paid Ad - Magazine offers - KOLESTON - 24/02/2025 - 08/03/2025,snapchat Paid Ad - Magazine offers - KOLESTON - 24/02/2025 - 08/03/2025 / Magazine,3,3,3,20,1,5.333333333,1,16,3,1,0
(referral),blackbox.ai / referral,3,3,3,135.3333333,1,5,1,15,3,1,0
(referral),thiraisorgam.com / referral,3,3,3,5.666666667,1,5,1,15,6,1,0
(referral),visionera.com.sa / referral,3,3,3,19,1,5,1,15,3,1,0
(referral),whites.net / referral,3,3,2,70.33333333,0.666666667,5,0.666666667,15,4,1,0
1.20E+17,ig / paid,3,3,3,24.33333333,1,5,1,15,7,1,0
DMI - Magazine offers - 24 Feb - 08 March 2023,DMI - Magazine offers - 24 Feb - 08 March 2023 / DMI,3,3,1,3,0.333333333,5,0.333333333,15,3,1,0
Facebook Paid Ad - Weekend offers - SOFY - 27/05/2025 - 02/06/2025,Facebook Paid Ad - Weekend offers - SOFY - 27/05/2025 - 02/06/2025 / Paid Ad,3,4,3,28.75,1,3.75,0.75,15,4,1,0
Instagram Paid Ad - Magazine offers - toddies - 17/03/2025 - 31/03/2025,Paid Ad / Instagram,3,4,2,8.75,0.666666667,3.75,0.5,15,4,1,0
Instagram Paid Ad - Vanicream - 18/05/2025,Instagram Paid Ad - Vanicream - 18/05/2025 / Paid Ad,3,4,1,23.75,0.333333333,3.75,0.25,15,4,1,0
Instagram Paid Ad - Weekend Offers - Beauty Care - 14/03/2024 - 16/03/2024,Instagram Paid Ad - Weekend Offers - Beauty Care - 14/03/2024 - 16/03/2024 / paid ad,3,3,1,41,0.333333333,5,0.333333333,15,3,1,0
Instagram Paid ad - Kotex - 19/03/2023,Instagram Paid ad - Kotex - 19/03/2023 / paid ad,3,3,1,0,0.333333333,5,0.333333333,15,3,1,0
Instagram paid ads - Weekend offers - bylsan - 23/01/2025 - 25/01/2025,Instagram paid ads - Weekend offers - bylsan - 23/01/2025 - 25/01/2025 / paid ad,3,4,3,19,1,3.75,0.75,15,4,1,0
Mailchimp - Kokon - 04/08/2023,Mailchimp - Kokon - 04/08/2023 / mail,3,4,2,15,0.666666667,3.75,0.5,15,4,1,0
Mailchimp - September Spot Offers - Marnys Fresh Royal Jelly 1000 2 PCS For 200 SAR - 13/09/2023,Mailchimp - September Spot Offers - Marnys Fresh Royal Jelly 1000 2 PCS For 200 SAR - 13/09/2023 / Email,3,3,3,79.33333333,1,5,1,15,3,1,0
QR Code - Mum and Baby Magazine - Page 42 to 45 - 16/01/2023,QR Code - Mum and Baby Magazine - Page 42 to 45 - 16/01/2023 / QR Code,3,3,3,11,1,5,1,15,3,1,0
Slider 1 - Banner 2 - AR - 2024 Foundation day T,Slider 1 - Banner 2 - AR - 2024 Foundation day T / Banner,3,3,1,6.666666667,0.333333333,5,0.333333333,15,3,1,0
Snapchat Paid Ad - Weekend offers - Babyjoy - 25/03/2025 - 30/03/2025,Snapchat Paid Ad - Weekend offers - Babyjoy - 25/03/2025 - 30/03/2025 / Paid Ad,3,3,2,6.333333333,0.666666667,5,0.666666667,15,3,1,0
Snapchat Paid Ad - Weekend offers - H&W - 01/04/2025 - 05/04/2025,Snapchat Paid Ad - Weekend offers - H&W - 01/04/2025 - 05/04/2025 / Paid Ad,3,3,3,31,1,5,1,15,3,1,0
Snapchat paid ads - Health and Wellness - Health supplements - 10/07/2024 - 30/12/2024,Snapchat paid ads - Health and Wellness - Health supplements - 10/07/2024 - 30/12/2024 / Paid ad,3,4,3,2,1,3.75,0.75,15,4,1,0
Social media post - Pampers JP VP 1+1 - 10-22 Feb,Social media post - Pampers JP VP 1+1 - 10-22 Feb / Post,3,5,1,0,0.333333333,3,0.2,15,5,1,0
Ways - Instagram paid ad - Weekend - drorganic - 08-10 Jun,Ways - Instagram paid ad - Weekend - drorganic - 08-10 Jun / paid ad,3,3,3,19,1,5,1,15,3,1,0
(referral),2cb55618-322d-11ea-9501-acde48001122.poki-gdn.com / referral,3,4,1,9.25,0.333333333,3.5,0.25,14,4,1,0
(referral),Instagram Paid Ad - Sun care - 25/03/2025 / Paid Ad,3,4,3,22.25,1,3.5,0.75,14,4,1,0
(referral),cd4e3ec1-58d1-4c37-8b4a-ba3defb8f317.poki-gdn.com / referral,3,5,1,11.6,0.333333333,2.8,0.2,14,5,1,0
(referral),chat.babel.com / referral,3,3,3,0,1,4.666666667,1,14,6,1,0
(referral),info.com / referral,3,3,3,25.33333333,1,4.666666667,1,14,3,1,0
(referral),trendat.alnfaee.net / referral,3,4,1,5.75,0.333333333,3.5,0.25,14,4,1,0
1.20E+17,fb-SiteLink-7 / paid,3,3,2,39.33333333,0.666666667,4.666666667,0.666666667,14,3,1,0
Adventures - Instagram paid ad - Weekend - bionnex - 08-10 Jun,Adventures - Instagram paid ad - Weekend - bionnex - 08-10 Jun / paid ad,3,4,2,4,0.666666667,3.5,0.5,14,4,1,0
Dengage - Gift Cards 2nd mail content - 13 Dec 2022,Dengage - Gift Cards 2nd mail content - 13 Dec 2022 / mail,3,3,1,5,0.333333333,4.666666667,0.333333333,14,3,1,0
Facebook Paid Ad - Magazine offers - Cystiphane - 25/01/2025 - 07/02/2025,Facebook Paid Ad - Magazine offers - Cystiphane - 25/01/2025 - 07/02/2025 / Paid Ad,3,4,2,6,0.666666667,3.5,0.5,14,4,1,0
Facebook Paid Ad - Weekend offers - Ducray - 27/04/2025 - 03/05/2025,paid ad / Facebook,3,4,1,16.75,0.333333333,3.5,0.25,14,4,1,0
Facebook Paid Ad - Weekend offers - MARNYS - 27/01/2025 - 01/02/2025,Facebook Paid Ad - Weekend offers - MARNYS - 27/01/2025 - 01/02/2025 / Paid Ad,3,3,3,15,1,4.666666667,1,14,3,1,0
Instagram Paid Ad - Magazine offers - babyjoy - 13/01/2025 - 24/01/2025,Paid Ad / Instagram,3,4,1,5.75,0.333333333,3.5,0.25,14,4,1,0
Instagram Paid Ad - Weekend offers - H&W - 27/01/2025 - 01/02/2025,Instagram Paid Ad - Weekend offers - H&W - 27/01/2025 - 01/02/2025 / Paid Ad,3,5,1,0.4,0.333333333,2.8,0.2,14,5,1,0
Instagram story - Beauty care - Eucerin - 17/03/2025 - 31/03/2025,Instagram story - Beauty care - Eucerin - 17/03/2025 - 31/03/2025 / Post/Video/Story/Reel,3,4,2,36.25,0.666666667,3.5,0.5,14,4,1,0
PromoCode,google / display,3,4,1,0,0.333333333,3.5,0.25,14,5,1,0
Slider 1 - Banner 1 - AR - Eid Al Fitr Contest - 2,Slider 1 - Banner 1 - AR - Eid Al Fitr Contest - 27/03/2024 - 10/04/2024 / Banner,3,3,2,24.66666667,0.666666667,4.666666667,0.666666667,14,3,1,0
Snapchat Paid Ad - Weekend offers - Palette - 13/02/2025 - 15/02/2025,Snapchat Paid Ad - Weekend offers - Palette - 13/02/2025 - 15/02/2025 / Paid Ad,3,3,2,60.66666667,0.666666667,4.666666667,0.666666667,14,4,1,0
Snapchat Paid Ad - Weekend offers - Palette -27/04/2025 - 03/05/2025,Paid Ad / Snapchat,3,4,2,7.5,0.666666667,3.5,0.5,14,4,1,0
snapchat Paid Ad - Magazine offers - AXE & Rexona - 25/01/2025 - 07/02/2025,snapchat Paid Ad - Magazine offers - AXE & Rexona - 25/01/2025 - 07/02/2025 / Paid Ad,3,4,2,8.25,0.666666667,3.5,0.5,14,4,1,0
(referral),7252203e-60a1-4698-bba2-5a5327175ce7.poki-gdn.com / referral,3,3,1,4,0.333333333,4.333333333,0.333333333,13,3,1,0
(referral),Instagram paid ad - Magazine offers - 14-18 Feb - beesline 50% on 2nd / referral,3,3,1,10,0.333333333,4.333333333,0.333333333,13,3,1,0
(referral),alamalonline.com / referral,3,3,3,44.33333333,1,4.333333333,1,13,3,1,0
(referral),alwatan.com.sa / referral,3,3,1,5.333333333,0.333333333,4.333333333,0.333333333,13,3,1,0
(referral),find-browseronline.com / referral,3,3,3,39,1,4.333333333,1,13,3,1,0
(referral),foozpharmacy.com / referral,3,3,2,2,0.666666667,4.333333333,0.666666667,13,5,1,0
(referral),game-cdn.poki.com / referral,3,5,0,0,0,2.6,0,13,5,1,0
(referral),malaysia.search.yahoo.com / referral,3,3,2,37,0.666666667,4.333333333,0.666666667,13,3,1,0
(referral),pl.search.yahoo.com / referral,3,4,2,40.25,0.666666667,3.25,0.5,13,4,1,0
(referral),trdiziizle.co / referral,3,3,3,410,1,4.333333333,1,13,3,1,0
Back to School- Register page- Mohammed-albeshery-9-8-2022,Back to School- Register page- Mohammed-albeshery-9-8-2022 / Influencer,3,4,1,0,0.333333333,3.25,0.25,13,4,1,0
Back to School- Register page- Saudi-Panther-9-8-2022,Back to School- Register page- Saudi-Panther-9-8-2022 / Influencer,3,4,1,3.25,0.333333333,3.25,0.25,13,4,1,0
DCL - Abo Ammo - [14/04/2020],google / cpc,3,4,2,9.75,0.666666667,3.25,0.5,13,4,1,0
Facebook Paid Ad - Magazine offers - Avene - 06/04/2025 - 12/04/2025,Facebook Paid Ad - Magazine offers - Avene - 06/04/2025 - 12/04/2025 / Paid Ad,3,4,1,19,0.333333333,3.25,0.25,13,4,1,0
Facebook Paid Ad - loreal 1+1 15-17 April 2021,Facebook Paid Ad - loreal 1+1 15-17 April 2021 / Paid Ad,3,5,0,0,0,2.6,0,13,5,1,0
Facebook Paid Ad - weekend offers - jergens - 20 till 22 May 2021,Facebook Paid Ad - weekend offers - jergens - 20 till 22 May 2021 / Paid Ad,3,4,1,0,0.333333333,3.25,0.25,13,4,1,0
Instagram Paid Ad - Magazine offers - 01-11 Dec - avalone 1+1,Instagram Paid Ad - Magazine offers - 01-11 Dec - avalone 1+1 / paid ad,3,4,1,0,0.333333333,3.25,0.25,13,4,1,0
Instagram Paid Ad - Magazine offers - Veet - 25/01/2025 - 07/02/2025,Instagram Paid Ad - Magazine offers - Veet - 25/01/2025 - 07/02/2025 / Paid Ad,3,4,1,6.25,0.333333333,3.25,0.25,13,4,1,0
Instagram Paid Ad - Weekend offers - Personal Care - 27/05/2025 - 02/06/2025,Instagram Paid Ad - Weekend offers - Personal Care - 27/05/2025 - 02/06/2025 / Paid Ad,3,3,2,39.66666667,0.666666667,4.333333333,0.666666667,13,3,1,0
Instagram Paid Ad - Weekend offers - cantu - 17-19 Nov,Instagram Paid Ad - Weekend offers - cantu - 17-19 Nov / Paid Ad,3,5,0,0,0,2.6,0,13,5,1,0
Instagram Paid Ad - lgnd - 16/05/2023 - 31/05/2023,Snapchat / Instagram Paid Ad,3,3,3,22.66666667,1,4.333333333,1,13,3,1,0
Mailchimp - September Spot Offers - Uriage 2nd PCS 93 Halalas - 13/09/2023,Mailchimp - September Spot Offers - Uriage 2nd PCS 93 Halalas - 13/09/2023 / Email,3,3,2,26.66666667,0.666666667,4.333333333,0.666666667,13,3,1,0
Slider 1 - Banner 1- Ar- back to school contest - 24/08/2022 - 06/09/2022,Slider 1 - Banner 1- Ar- back to school contest - 24/08/2022 - 06/09/2022 / Banner,3,4,1,0,0.333333333,3.25,0.25,13,5,1,0
Slider 1 - Banner 3 - Ar - Eid Campaign mobile - 07/06/2024 - 20/06/2024,Slider 1 - Banner 3 - Ar - Eid Campaign mobile - 07/06/2024 - 20/06/2024 / banner,3,4,1,0,0.333333333,3.25,0.25,13,4,1,0
Snapchat Paid Ad - Weekend offers - Nan - 25/03/2025 - 30/03/2025,Snapchat Paid Ad - Weekend offers - Nan - 25/03/2025 - 30/03/2025 / Paid Ad,3,4,2,2.5,0.666666667,3.25,0.5,13,4,1,0
Snapchat Paid Ad - Weekend offers - mustela - 17/04/2025 - 19/04/2025,Paid Ad / Snapchat,3,3,2,86,0.666666667,4.333333333,0.666666667,13,3,1,0
Snapchat paid ad - Magazine offer - 14-24 May - beurer BM 85 5025 off,Snapchat paid ad - Magazine offer - 14-24 May - beurer BM 85 5025 off / paid ad,3,5,1,3.8,0.333333333,2.6,0.2,13,5,1,0
Snapchat paid ads - Weekend offers - ducray - 27/11/2024 - 01/12/2024,Snapchat paid ads - Weekend offers - ducray - 27/11/2024 - 01/12/2024 / Paid ads,3,5,1,0,0.333333333,2.6,0.2,13,5,1,0
TikTok+Paid+Ad+-+Weekend+offers+-+Baby+Care+-+20/02/2025+-+22/02/2025,TikTok+Paid+Ad+-+Weekend+offers+-+Baby+Care+-+20/02/2025+-+22/02/2025 / Paid+Ad,3,3,1,13.33333333,0.333333333,4.333333333,0.333333333,13,3,1,0
Ways - Instagram paid ad - Weekend - himalaya - 08-10 Jun,Ways - Instagram paid ad - Weekend - himalaya - 08-10 Jun / paid ad,3,3,3,11.66666667,1,4.333333333,1,13,3,1,0
Youtube Paid ad - Magazine offers - 09-12 April 2023,google / cpc,3,3,2,87.33333333,0.666666667,4.333333333,0.666666667,13,3,1,0
Zimmo co - SM Post - MEDAVITA,Zimmo co - SM Post - MEDAVITA / Post,3,3,2,10,0.666666667,4.333333333,0.666666667,13,3,1,0
online_exclusive_discount,insider / web_push,3,5,0,0,0,2.6,0,13,5,1,0
(referral),139cf300-dd86-4955-a516-19f27b4c34d8.poki-gdn.com / referral,3,4,1,0.25,0.333333333,3,0.25,12,4,1,0
(referral),5dd2b0c9-015f-11ea-ad56-9cb6d0d995f7.poki-gdn.com / referral,3,3,2,26,0.666666667,4,0.666666667,12,3,1,0
(referral),5dd2c9ae-015f-11ea-ad56-9cb6d0d995f7.poki-gdn.com / referral,3,4,1,63.25,0.333333333,3,0.25,12,4,1,0
(referral),78c1c19b-401f-46ed-81bf-59cb47673400.poki-gdn.com / referral,3,4,0,0.75,0,3,0,12,4,1,0
(referral),9c5c9369-1a95-11ea-bd39-9cb6d0d995f7.poki-gdn.com / referral,3,3,2,2.666666667,0.666666667,4,0.666666667,12,3,1,0
(referral),googpt.ai / referral,3,3,1,5.333333333,0.333333333,4,0.333333333,12,3,1,0
(referral),hk.search.yahoo.com / referral,3,3,3,30.66666667,1,4,1,12,3,1,0
(referral),lana-medical.com / referral,3,3,2,59.33333333,0.666666667,4,0.666666667,12,3,1,0
(referral),makeover22sa.com / referral,3,3,2,14.66666667,0.666666667,4,0.666666667,12,3,1,0
(referral),mcpharmacystore.com / referral,3,3,2,46,0.666666667,4,0.666666667,12,3,1,0
(referral),myasiantv.ac / referral,3,3,3,0,1,4,1,12,6,1,0
(referral),sitelike.org / referral,3,3,1,2.666666667,0.333333333,4,0.333333333,12,3,1,0
(referral),taplink.cc / referral,3,3,2,8.666666667,0.666666667,4,0.666666667,12,3,1,0
(referral),tomsguide.com / referral,3,3,2,14,0.666666667,4,0.666666667,12,3,1,0
(referral),tr.search.yahoo.com / referral,3,3,2,29.66666667,0.666666667,4,0.666666667,12,3,1,0
1.20E+17,an / paid,3,3,3,0,1,4,1,12,6,1,0
Body Boom - Paid Ad - [05/07/2020],Social Media / Paid Ad,3,3,2,3.333333333,0.666666667,4,0.666666667,12,3,1,0
Facebook Paid Ad - Magazine offers - Fine Care - 24/02/2025 - 08/03/2025,Facebook Paid Ad - Magazine offers - Fine Care - 24/02/2025 - 08/03/2025 / Paid Ad,3,4,2,0.5,0.666666667,3,0.5,12,4,1,0
Facebook Paid Ad - Magazine offers - Per,Facebook Paid Ad - Magazine offers - Personal care - Dettol - 24/09/2024 - 05/10/2024 / Facebook Paid Ad - Magazine offers - Personal care - Dettol - 24/09/2024 - 05/10/2024,3,3,3,6.333333333,1,4,1,12,3,1,0
